Day,Time,Condition,Envir,Reading,PID
T0,9:15:00,Blinds,light,1158.7,RR2
T0,9:30:00,Blinds,light,1305.8,RR2
T0,9:45:00,Blinds,light,1304.6,RR2
T0,10:00:00,Blinds,light,1369.1,RR2
T0,10:15:00,Blinds,light,1477.5,RR2
T0,10:30:00,Blinds,light,1768.6,RR2
T0,10:45:00,Blinds,light,820.2,RR2
T0,11:00:00,Blinds,light,779.7,RR2
T0,11:15:00,Blinds,light,698.1,RR2
T0,11:30:00,Blinds,light,656.8,RR2
T0,11:45:00,Blinds,light,1437.8,RR2
T0,12:00:00,Blinds,light,2243.5,RR2
T0,12:15:00,Blinds,light,2278.5,RR2
T0,12:30:00,Blinds,light,2337,RR2
T0,12:45:00,Blinds,light,2201.4,RR2
T0,13:00:00,Blinds,light,1991.1,RR2
T0,13:15:00,Blinds,light,2128.1,RR2
T0,13:30:00,Blinds,light,1995.8,RR2
T0,13:45:00,Blinds,light,2360.3,RR2
T0,14:00:00,Blinds,light,2383.8,RR2
T0,14:15:00,Blinds,light,2733.9,RR2
T0,14:30:00,Blinds,light,3318.1,RR2
T0,14:45:00,Blinds,light,3214.5,RR2
T0,15:00:00,Blinds,light,3154.4,RR2
T0,15:15:00,Blinds,light,3073.2,RR2
T0,15:30:00,Blinds,light,3500.2,RR2
T0,15:45:00,Blinds,light,2480.5,RR2
T0,16:00:00,Blinds,light,2989.1,RR2
T0,16:15:00,Blinds,light,3290.1,RR2
T0,16:30:00,Blinds,light,3268.4,RR2
T0,16:45:00,Blinds,light,3078.2,RR2
T0,17:00:00,Blinds,light,2280.9,RR2
T0,17:15:00,Blinds,light,1431.5,RR2
T0,17:30:00,Blinds,light,1254.9,RR2
T0,17:45:00,Blinds,light,1065,RR2
T0,18:00:00,Blinds,light,804.4,RR2
T0,18:15:00,Blinds,light,556.7,RR2
T0,18:30:00,Blinds,light,287.7,RR2
T0,18:45:00,Blinds,light,47.1,RR2
T0,19:00:00,Blinds,light,7.2,RR2
T0,19:15:00,Blinds,light,0,RR2
T0,19:30:00,Blinds,light,6.6,RR2
T0,19:45:00,Blinds,light,3.4,RR2
T0,20:00:00,Blinds,light,8.6,RR2
T0,20:15:00,Blinds,light,8.1,RR2
T0,20:30:00,Blinds,light,7.8,RR2
T0,20:45:00,Blinds,light,2.9,RR2
T0,21:00:00,Blinds,light,1.1,RR2
T0,21:15:00,Blinds,light,0,RR2
T0,21:30:00,Blinds,light,0,RR2
T0,21:45:00,Blinds,light,0,RR2
T0,22:00:00,Blinds,light,0,RR2
T0,22:15:00,Blinds,light,0,RR2
T0,22:30:00,Blinds,light,0,RR2
T0,22:45:00,Blinds,light,0,RR2
T0,23:00:00,Blinds,light,0,RR2
T0,23:15:00,Blinds,light,0,RR2
T0,23:30:00,Blinds,light,0,RR2
T0,23:45:00,Blinds,light,0,RR2
T1,0:00:00,Blinds,light,0,RR2
T1,0:15:00,Blinds,light,0,RR2
T1,0:30:00,Blinds,light,0,RR2
T1,0:45:00,Blinds,light,0,RR2
T1,1:00:00,Blinds,light,0,RR2
T1,1:15:00,Blinds,light,0,RR2
T1,1:30:00,Blinds,light,0,RR2
T1,1:45:00,Blinds,light,0,RR2
T1,2:00:00,Blinds,light,0,RR2
T1,2:15:00,Blinds,light,0,RR2
T1,2:30:00,Blinds,light,0,RR2
T1,2:45:00,Blinds,light,0,RR2
T1,3:00:00,Blinds,light,0,RR2
T1,3:15:00,Blinds,light,0,RR2
T1,3:30:00,Blinds,light,0,RR2
T1,3:45:00,Blinds,light,0,RR2
T1,4:00:00,Blinds,light,0,RR2
T1,4:15:00,Blinds,light,0,RR2
T1,4:30:00,Blinds,light,0,RR2
T1,4:45:00,Blinds,light,0,RR2
T1,5:00:00,Blinds,light,1.6,RR2
T1,5:15:00,Blinds,light,18.2,RR2
T1,5:30:00,Blinds,light,224.3,RR2
T1,5:45:00,Blinds,light,359.1,RR2
T1,6:00:00,Blinds,light,524.3,RR2
T1,6:15:00,Blinds,light,508.4,RR2
T1,6:30:00,Blinds,light,614.9,RR2
T1,6:45:00,Blinds,light,668.3,RR2
T1,7:00:00,Blinds,light,765.5,RR2
T1,7:15:00,Blinds,light,832.6,RR2
T1,7:30:00,Blinds,light,742.5,RR2
T1,7:45:00,Blinds,light,766.7,RR2
T1,8:00:00,Blinds,light,819.6,RR2
T1,8:15:00,Blinds,light,868.8,RR2
T1,8:30:00,Blinds,light,940.8,RR2
T1,8:45:00,Blinds,light,996.9,RR2
T1,9:00:00,Blinds,light,1030.1,RR2
T1,9:15:00,Blinds,light,1094.1,RR2
T1,9:30:00,Blinds,light,1192.6,RR2
T1,9:45:00,Blinds,light,1289.2,RR2
T1,10:00:00,Blinds,light,1463.1,RR2
T1,10:15:00,Blinds,light,1523,RR2
T1,10:30:00,Blinds,light,1762.7,RR2
T1,10:45:00,Blinds,light,2259.9,RR2
T1,11:00:00,Blinds,light,2565.9,RR2
